icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
70612f,1661992325.0,,1662000189,,JZR532  ,VGTJ,,,,A320-251N,A20N,9K-CBH
502d3e,1662060361.0,1662060373.0,1662064337,1662064336.0,BTI4EC  ,ENGM,ENGM,EETN,EETN,A220-300,BCS3,YL-AAZ
71c384,1662006193.0,,1662007424,,EOK605  ,,,,,A320-200,A320,HL8384
a26037,1662041397.0,,1662042375,,N252PF  ,KHPN,,KOXC,,SR20,,N252PF
c057c9,1662061173.0,,1662062899,,TXH5431 ,CYMX,,CYMX,,,,
a474bb,1662038798.0,,1662039625,,N38657  ,KGAI,,KGAI,,PA-28-181,,N38657
a4c592,1662018023.0,,1662043889,,JBU20   ,EGLL,,KJFK,,A321-271NX,,N4062J
a0c223,1661996906.0,,1662002392,,WMU25   ,,,KBTL,,PA-44-180,,N148TT
40097c,1662038320.0,1662038324.0,1662044838,1662044834.0,BAW475  ,LEBL,LEBL,EGLL,EGLL,AIRBUS A320-232,A320,G-EUUA
ac3430,1662072751.0,,1662074172,,SKW3856 ,,,KMSP,,CL-600-2B19,CRJ2,N886AS
c81a47,1662005649.0,,1662007685,,ZKSWZ   ,NZAR,,NZAR,,Alpha R2160,R200,ZK-SWZ
895053,1662044880.0,,1662072289,,RBA7    ,WBSB,,OMDB,,Boeing 787 8,B788,V8-DLA
a8e733,1662067145.0,,1662071606,,DAL2733 ,KATL,,69FL,,757-232,B752,N673DL
800c4e,1662041664.0,,1662043244,,LLR643  ,VIDP,,,,ATR 72 600,AT76,VT-RKG
06a0ab,1661990404.0,,1662013735,,QTR970  ,,,,,787 8,B788,A7-BCG
abd230,1662059580.0,,1662064454,,SWA2443 ,,,KBWI,,737-8H4,B738,N8607M
407569,1662061621.0,1662061624.0,1662065314,1662065311.0,EZY12MR ,EGPD,EGPD,EGGW,EGGW,Airbus A320-251N,A20N,G-UZHJ
8880f1,1661993110.0,,1661994599,,HVN1543 ,VVNB,,,,A321 231,A321,VN-A615
4d0106,1662006993.0,,1662027087,,CLX54G  ,PANC,,KLCK,,Boeing 747-8R7F,B748,LX-VCF
384e7d,1662023444.0,,1662029713,,FJDFG   ,LFAW,,LFOQ,,Pipistrel Virus SW,PIVI,F-JDFG
a01cde,1662039429.0,,1662041100,,BXR1524 ,KMHR,,CL56,,208B,,N106VE
a10931,1662036180.0,,1662039025,,AAL1343 ,KDFW,,,,A321-231,A321,N166NN
4bcca9,1662007803.0,,1662018325,1662018315.0,SXS13A  ,,LTBJ,EDLW,EDLW,Boeing 737NG 8HC/W,B738,TC-SEI
a05cde,1662074690.0,,1662075497,,N122TW  ,KHWY,,KOMH,,V35B,,N122TW
aaed5a,1662030757.0,,1662032939,,DAL2096 ,,,KATL,,737-932ER,B739,N803DN
151d4e,1662009405.0,,1662015219,,UTA446  ,,,UUWW,,Boeing 737-524,B735,RA-73038
ad364b,1662063339.0,,1662065108,,N950SV  ,KTEB,,KMTP,,208B,,N950SV
405a14,1662023299.0,,1662029865,,GTPAL   ,,,EGCJ,,QUIK GT450 Quik,ULAC,G-TPAL
aa3f68,1662062092.0,,1662063288,,N76CG   ,KFUL,,KL70,,S-76B,,N76CG
4ba95a,1661992417.0,,1661994385,,THY61   ,,,LTBA,,Boeing 777-3F2(ER),B77W,TC-JJZ
800543,1662059500.0,,1662061422,,AIC273  ,VOMM,,,,A321 211,A321,VT-PPU
ab2e9d,1662037557.0,,1662046403,,N82BB   ,KCRQ,,7TX7,,525A,C25A,N82BB
a0de99,1662053559.0,,1662065129,,AAL1148 ,KDFW,,KBOS,,A321-211,A321,N155UW
4d22bd,1662070101.0,,1662075527,,RYR8EH  ,EKCH,,EGSS,,A320-200,,9H-LOW
a2b26b,1662043536.0,,1662047068,,JBU654  ,KDCA,,KBOS,,ERJ 190-100 IGW,E190,N273JB
e49524,1662071623.0,,1662072258,,GLO1791 ,,,SBBR,,Boeing 737 MAX 8,B38M,PR-XMV
4d2263,1662007134.0,,1662015025,,RYR2DE  ,LIME,,EGPH,,Boeing 737-8AS,B738,9H-QDZ
c07478,1662063451.0,,1662068639,,CGSCT   ,CYPQ,,CME2,,172S (Cessna),,C-GSCT
a81b3c,1662042726.0,,1662045131,,BKN21   ,94IL,,7IS2,,DA20-C1,,N621PC
ae017a,1662050117.0,,1662052150,,AGRO01  ,,,OTBH,,C-21A,LJ35,84-0142
a794c5,1661999165.0,,1662000503,,MTU88   ,9TN9,,41TN,,DA 40,,N588MT
40750c,1662045407.0,1662045415.0,1662054683,,WUK1HY  ,EGGW,EGGW,,LUKK,,,
a1f2b1,1661994584.0,,1662018743,,UAL960  ,KEWR,,EDDF,,777-300ER,B77W,N2243U
a21d14,1662007772.0,,1662011156,,SWA2370 ,KBUR,,KPHX,,737-7H4,B737,N235WN
ab374b,1662050047.0,,1662050718,,N82122  ,KCNO,,KRAL,,PA-28-181,,N82122
7c0103,1662011789.0,,1662014182,,AHH     ,YSCN,,YSCN,,172R,C172,VH-AHH
a242d4,1662049157.0,,1662050082,,N245CR  ,KCCR,,KSTS,,425,C425,N245CR
aa74d0,1662060045.0,,1662061008,,N773GP  ,,,KAPA,,SR22T,,N773GP
800c75,1662008526.0,,1662009474,,IGO496  ,VOBL,,,,,,
800d3e,1661990466.0,,1661996195,,GOW073  ,,,,,Airbus A320-271N,A20N,VT-WJD
47aed2,1662019933.0,1662019934.0,1662031852,1662031847.0,NWG415A ,ENGM,ENGM,LEAL,LEAL,45,LJ45,LN-AWC
ab5409,1662039771.0,,1662041695,,N829TX  ,,,,,P180,P180,N829TX
ada227,1661990417.0,,1661992568,,JBU1515 ,,,KSFO,,A321 231SL,A321,N978JB
abc912,1662069342.0,,1662070039,,N859D   ,77LL,,KPVB,,172S,,N859D
a448f5,1662029491.0,,1662035939,,UAL2225 ,KALB,,KORD,,737-9,,N37513
aaad8f,1661995957.0,,1662002721,,SWA2093 ,KDEN,,KORD,,737-7Q8,B737,N7875A
a9872d,1661993616.0,,1661997592,,SCA18   ,KCHD,,AZ01,,172S,,N71296
400e59,1662029276.0,,1662037310,,EZY48ET ,LEZL,,EGKK,,AIRBUS A319-111,A319,G-EZAW
c04ddf,1662042681.0,,1662043788,,CGDMS   ,CYKZ,,CME2,,T210M (Cessna),,C-GDMS
a6d1e2,1662041653.0,,1662043113,,CNSS12  ,KMVY,,KBED,,PC-12/47E,PC12,N539AF
ada31c,1662041901.0,,1662051836,,FTH978  ,KFAR,,KAPC,,750,,N978TX
502ccf,1661999297.0,,1662000836,,BTI3WX  ,EFTU,,,,C Series 300,BCS3,YL-CSF
a8fc72,1662000974.0,,1662017878,,UAL1738 ,KIAD,,KLAX,,737-924ER,B739,N67845
ad5e27,1662072595.0,,1662076463,,SWA1069 ,,,KPNS,,737-7H4,B737,N960WN
3c66aa,1662045275.0,1662045702.0,1662050128,1662050001.0,DLH2CA  ,EDDF,EDDF,LHBP,LHBP,A320 214SL,A320,D-AIUJ
a9c290,1662065670.0,,1662071677,,N728PG  ,KSNA,,KSNA,,R44,R44,N728PG
a9e5e9,1661999690.0,,1662005847,,SWA2906 ,KMCO,,KCMH,,737-7H4,B737,N737JW
a72e5d,1662053836.0,,1662056939,,N562AE  ,KDLS,,KDLS,,172S,,N562AE
aa5823,1662055909.0,,1662056753,,N766DF  ,,,MMHO,,PC-12/47E,,N766DF
7c582c,1661990618.0,,1661995879,,RPA     ,YMLD,,YPPF,,,,
ac0143,1661997426.0,,1661999860,,SWA1447 ,,,KSJC,,737-8,,N8728Q
a3bdc2,1662069537.0,,1662071635,,N340ER  ,MMES,,,,340A,,N340ER
a59f22,1662000624.0,,1662003728,,UPS1119 ,,,KPHL,,757 24APF,B752,N461UP
4d2232,1662020201.0,,1662026513,1662026509.0,RYR8046 ,,LICJ,EDDN,EDDN,Boeing 737-8AS,B738,9H-QBX
a3be7c,1661990404.0,,1662000479,,DAL1146 ,,,KSNA,,A319-114,A319,N340NB
a9dc5e,1662060398.0,,1662068157,,UAL2140 ,KMIA,,KEYQ,,737-924,B739,N73406
a8faa0,1662045520.0,,1662047674,,NDU678  ,KE77,,KIWA,,172S,,N678ND
489789,1662034117.0,,1662037045,,LOT6RZ  ,,,EPWA,,EMB-170 LR,E170,SP-LDI
a0d5ed,1662061238.0,,1662062748,,N153GC  ,K1G4,,K61B,,EC 130 B4,EC30,N153GC
acf35f,1662060364.0,,1662061571,,N9331X  ,KRYY,,K9A1,,182R,,N9331X
758533,1662002109.0,,1662003644,,CEB485  ,RPLL,,,,,,
aa7bd6,1661998616.0,,1662010822,,CKS258  ,VHHH,,RJGG,,777F,,N775CK
aa88d2,1662054998.0,,1662057421,,AAL2755 ,KPHL,,KPVD,,A319-112,,N778XF
896314,1662011737.0,,1662012744,,UAE88N  ,OMDB,,,,777 31HER,B77W,A6-ENR
0c2070,1662047179.0,,1662071006,,CMP239  ,KMCO,,SEIS,,737NG 8V3/W,B738,HP-1721CMP
4ac9f9,1662038892.0,,1662040882,,SAS315  ,ENHD,,ENGM,,,,SE-ROY
4b1a66,1662064290.0,,1662067969,,EZS53NE ,,,LSGG,,A320-214,A320,HB-JZY
4baad5,1662060825.0,,1662065109,,THY1UT  ,LUKK,,LTBA,,737NG 8F2/W,B738,TC-JVU
abb007,1661990573.0,,1662011414,,DAL98   ,,,LFPG,,A330-223,A332,N852NW
800ccd,1662032760.0,,1662034829,,IGO6184 ,VIDP,,,,Airbus A320-271N,A20N,VT-IVM
471fa5,1662014102.0,,1662016996,,WZZ1866 ,LFMN,,,,,,
0c2077,1662058601.0,,1662059940,,CMP128  ,,,MDSD,,737NG 86N/W,B738,HP-1824CMP
a061bc,1662048760.0,,1662049616,,N241JA  ,KMQJ,,II97,,B-60,,N1234A
a022ee,1662066020.0,,1662069742,,FDX6001 ,,,VVNB,,767-3S2F,B763,N108FE
a8c59c,1662070180.0,,1662071529,,N6641M  ,KGED,,7MD8,,A36,,N6641M
300695,1662051562.0,,1662052229,,IROAV   ,LILE,,LIMN,,AW.139,A139,I-ROAV
a466b2,1662038857.0,,1662040392,,N383CS  ,,,KPDK,,T240,,N383CS
a210c7,1662046867.0,,1662048984,,N232JS  ,,,,,525C,C560,N232JS
a43b67,1661997436.0,,1662002717,,SJA372  ,9CL2,,KSDL,,390,,N372BW
a8fd65,1662041562.0,,1662042859,,N679CM  ,51NC,,KRWI,,RV-6,,N679CM
aca79d,1662048150.0,,1662055215,,EDV4839 ,KSTL,,KLGA,,CL-600-2D24,CRJ9,N914XJ
ab812a,1662035223.0,,1662047502,,N840PM  ,,,KP19,,525,,N840PM
45ac45,1662005121.0,1662005122.0,1662008148,1662008103.0,SAS1415 ,ESSA,ESSA,EKCH,EKCH,A321 232,A321,OY-KBE
ad2f71,1662058580.0,,1662066846,,JBU1405 ,KMCO,,MDSD,,A321-231,A321,N949JT
7c1745,1662072517.0,,1662075882,,EVR     ,YBAF,,YBAF,,,,
495145,1662045032.0,1662045033.0,1662051761,1662051760.0,TAP948N ,LPPT,LPPT,LSGG,LSGG,A321 211,A321,CS-TJE
ae1107,1662063632.0,,1662065664,,SHINR81 ,OK50,,KWDG,,T-6A Texan II,TEX2,01-3619
e49591,1662057374.0,,1662059033,,AZU4576 ,,,,,Airbus A320-251N,A20N,PR-YSC
405638,1662009017.0,,1662016646,,EZY53MP ,EGGP,,LEPA,,AIRBUS A319-111,A319,G-EZDJ
a4171a,1662070717.0,,1662072369,,N3627U  ,K7A5,,AL92,,182F,,N3627U
abfd23,1662052718.0,,1662056887,,SWA2403 ,KSMF,,KSAN,,737-8,B38M,N8715Q
ab1d90,1661990408.0,,1661991738,,N815SS  ,5AK0,,AK73,,212,B212,N815SS
71c234,1662011040.0,,1662012922,,JJA118  ,,,RKSS,,737NG 86Q/W,B738,HL8234
a4cb32,1662042455.0,,1662054887,,JRE408  ,KTEB,,,,G-IV,,N408JS
a053ef,1662067662.0,,1662069894,,N120CL  ,KFTY,,2NC1,,680A,C68A,N120CL
a51425,1662050566.0,,1662057239,,RPA4656 ,KLGA,,KBNA,,EMB-175 200LR,E75L,N426YX
861ba8,1662008655.0,,1662013559,,ADO24   ,RJCC,,RJTT,,767 381ER,B763,JA607A
ac2192,1662044800.0,,1662054216,,N881AF  ,KHOU,,NC28,,HAWKER 800XP,H25B,N881AF
ab477d,1662053904.0,,1662061390,,DAL908  ,KSEA,,KLAX,,737-932ER,B739,N826DN
e49266,1662055898.0,,1662058858,,GLO1544 ,,,,,737NG 8EH/W,B738,PR-GYD
4ba9ab,1662049924.0,,1662054770,,THY84CJ ,LTFM,,LDDU,,A321 231,A321,TC-JMK
a87dec,1661992268.0,,1661995049,,N6460Q  ,KL26,,KMYF,,M20F,,N6460Q
706058,1662039016.0,,1662075757,,KAC174  ,EDDM,,VIDP,,Boeing 777-300(ER),B77W,9K-AOE
a0474d,1661990403.0,,1661992185,,N117MF  ,,,,,C90,BE9L,N117MF
800d2d,1662045061.0,,1662048376,,IGO5004 ,,,VIDP,,,A20N,VT-IZF
394a0c,1661996545.0,,1662003950,1662003949.0,AFR703  ,,DIAP,LFPG,LFPG,777 328ER,B77W,F-GSQM
a6bb97,1662056250.0,,1662060719,,JIA5039 ,KGRR,,KDCA,,CL-600-2C10,CRJ7,N533AE
344409,1662016566.0,,1662020579,,VLG3FG  ,LEBL,,,,A320 232SL,A320,EC-LVS
a2cf34,1662047946.0,,1662049227,,ENY4178 ,,,KMIA,,ERJ 170-200 LR,,N280NN
880c4a,1662000302.0,,1662001357,,AIQ3242 ,,,VTBD,,A320-251N,A20N,HS-CBJ
a84a50,1662067003.0,,1662069473,,EJA633  ,KPWK,,KDLZ,,680A,C56X,N633QS
46d0ad,1662006309.0,,1662009329,,SEH290  ,LGAV,,LGAL,,ATR 72-600,AT76,SX-TEM 
7584f2,1662019870.0,,1662023242,,GAP2966 ,,,RPLL,,,,
a3efa2,1662031885.0,,1662039804,,UAL1558 ,KGRR,,KDEN,,737-824,B738,N35271
505e66,1662023582.0,,1662027383,,OMESA   ,LZDV,,LZTR,,Aerospool WT-9 Dynamic LSA,WT9,OM-ESA
c08100,1662063062.0,,1662064221,,CGWWD   ,CYXE,,CYPA,,ATR 42-300 (Aerospatiale),AT43,C-GWWD
abe7e3,1662055591.0,,1662058971,,SWA2263 ,KCMH,,KBWI,,737-8H4,B738,N8663A
48c130,1662050049.0,1662050050.0,1662055704,1662055702.0,RYR82VY ,LHBP,LHBP,EKCH,EKCH,Boeing 737-8AS (W),B738,SP-RKR
a71302,1661996407.0,,1662003107,,N555LK  ,KTEB,,KDPA,,G-IV,GLF4,N555LK
a1424f,1661991753.0,,1661996932,,OSU18   ,KOSU,,KOSU,,172S,,N180SU
aa2050,1662026125.0,,1662033148,,N7511W  ,KSPG,,KCLW,,R44,R44,N7511W
3c6723,1662026865.0,1662026866.0,1662033654,1662033653.0,CFG8KW  ,LEPA,LEPA,EDDL,EDDL,Airbus A330-243,A332,D-AIYC
ac8287,1662061395.0,,1662069467,,ASH5795 ,KFSD,,KPHX,,CL-600-2D24,CRJ9,N905J
80145e,1662000788.0,,1662003010,,IGO6712 ,,,VOBL,,Airbus A320-251N,A20N,VT-IIE
45ac50,1662039666.0,,1662041885,,SAS4172 ,ENBR,,,,A319 132,A319,OY-KBP
0c20f2,1661990409.0,,1662024115,,CMP464  ,MPHO,,,,Boeing 737 MAX 9,B39M,HP-9906CMP
a1d105,1662051034.0,,1662052918,,ENY3968 ,KTYS,,KUZA,,ERJ 170-200 LR,E75L,N216NN
4b43ad,1662056381.0,,1662057110,,RGA04   ,LSGE,,LSGL,,MBB-BK 117 D-2,EC45,HB-ZQJ
aa9b20,1662043607.0,,1662046764,,SWA2095 ,KSJC,,KLAX,,737-79P,B737,N7826B
70c0c6,1661990627.0,,1662003456,,QTR664  ,,,,,A330-343,A333,A4O-DJ
a52de6,1662046227.0,,1662050636,,N4327N  ,KJYO,,KJYO,,PA-34-220T,,N4327N
a6e80e,1661990406.0,,1661993986,,FENIX01 ,,,KWRI,,Learjet 35 A,LJ35,N544PA
a3e763,1662073034.0,,1662074531,,N35012  ,KSNC,,KSNC,,177B,,N35012
e80329,1662075322.0,,1662076614,,SKX5411 ,SPST,,,,,A20N,CC-AZD
7c6d9b,1662023040.0,,1662027338,,QFA544  ,YSSY,,YBBN,,737NG 838/W,B738,VH-VXP
adcb7b,1662071054.0,,1662072556,,N9882A  ,1GE2,,KAUO,,195,,N9882A
aa5abc,1662037370.0,,1662040528,,N7664F  ,KPDK,,KPDK,,PA-28-181,,N7664F
c811ea,1662057029.0,,1662059954,,ZKLTU   ,NZPM,,NZPM,,Pacific Aerospace Cresco 08-600,CRES,ZK-LTU
ab4eeb,1662046744.0,,1662050309,,DAL1554 ,KIND,,KATL,,737-932ER,B739,N828DN
498493,1662025073.0,,1662028999,,BASIC33 ,LKPD,,LKPD,,,,
4ca8f0,1662070213.0,,1662072291,,ITY1241 ,LIML,,,,A319-112,A319,EI-IMO
a9ab72,1661990404.0,,1661991478,,SKW3104 ,,,KOKC,,CL-600-2C10,CRJ7,N722EV
44cdc2,1662062062.0,,1662069907,,BEL34F  ,,,EBBR,,A320 214,A320,OO-SNB
a9b04f,1662053615.0,,1662056410,,N723SP  ,KSUS,,KSUS,,172S,,N723SP
a03816,1662037816.0,,1662042629,,RPA4635 ,KCMH,,KJFK,,ERJ 170-200 LR,E75S,N113HQ
a0324b,1661991728.0,,1661993241,,AMF1977 ,,,KPDX,,EMB-120FC,E120,N1110J
c07f01,1662004724.0,,1662006290,,WJA334  ,,,CYYC,,737-7CT (Boeing),B737,C-GWCM
c01cb7,1662050241.0,,1662062068,,WJA734  ,CYYC,,CYXU,,737-76N (Boeing),B737,C-FKWS
a3ff42,1662036322.0,,1662037365,,N357ER  ,KRBO,,8TS0,,PC-12/47E,,N357ER
5002b3,1662037040.0,,1662040722,,T7VGG   ,,,OMDB,,,,
468667,1662045752.0,,1662048032,,SXASG   ,,,LGTT,,F172M,C172,SX-ASG
ac2287,1661991112.0,,1661993277,,N881LA  ,KFFZ,,KFFZ,,172S,,N881LA
ad105b,1661999078.0,,1662000436,,N9406J  ,KCRQ,,KCRQ,,PA-28-180,,N9406J
a1c39a,1662074701.0,,1662075935,,N2122M  ,KDPA,,LL53,,172S,,N2122M
a657f0,1662064284.0,,1662066676,,N508CX  ,MN63,,KFCM,,R44 II,R44,N508CX
ac9240,1661994303.0,,1661998280,,SKW4782 ,KIAH,,,,CL-600-2B19,CRJ2,N909SW
a95ef3,1662056463.0,,1662058573,,N7024U  ,KLGB,,KSNA,,R22 BETA,R22,N7024U
3c4dd6,1662033558.0,,1662038429,,DLH3RM  ,,,EDDM,,CRJ 900 LR NG,CRJ9,D-ACNV
7c6de7,1661990403.0,,1661992153,,QFA578  ,,,,,737NG 838/W,B738,VH-VZT
a44ec6,1662019723.0,,1662020768,,N377L   ,KLAS,,,,PC-12/45,PC12,N377L
a4c766,1662000553.0,,1662002452,,N407HW  ,87TX,,KSAT,,407,,N407HW
a1b348,1662045106.0,,1662047536,,N20884  ,KRYN,,KE63,,172S,,N20884
4d2348,1662062282.0,1662062283.0,1662069245,1662069212.0,RYR1529 ,LZIB,LZIB,LMML,LMML,Boeing 737 MAX 8-200,B38M,9H-VUI
440132,1662022749.0,1662022752.0,1662027977,1662027976.0,EJU1076 ,LEBL,LEBL,LSZM,LFSB,,,
3c4dc9,1662005888.0,1662005889.0,1662008366,1662008365.0,DLH1YY  ,EDDC,EDDC,EDDM,EDDM,CRJ 900 LR NG,CRJ9,D-ACNI
aa7718,1662043773.0,,1662046901,,SWA2299 ,KAUS,,KOKC,,737-7BD,B737,N7734H
600865,1661994128.0,,1662006698,,AZQ4115 ,EDDP,,,,IL-76 TD-90SW,IL76,4K-AZ101
a896ed,1662067097.0,,1662068182,,N6523D  ,KCMA,,KCMA,,172N,,N6523D
a9854e,1661997834.0,,1662000359,,AAL2352 ,KLGA,,KDCA,,A319-112,A319,N712US
c82952,1662057229.0,,1662070480,,ANZ253  ,NZWN,,YMML,,Airbus A320-271N,A20N,ZK-NHE
a385be,1662049504.0,,1662056348,,ASH5851 ,KPHX,,KRAP,,CRJ 900 ER,CRJ9,N326MS
a919cd,1662053501.0,,1662058574,,DAL386  ,KATL,,KDTW,,757-232,B752,N686DA
888040,1661991149.0,,1661992824,,VJC491  ,VVNB,,,,A321 211SL,A321,VN-A685
4d22e4,1662029025.0,1662028999.0,1662033322,1662033649.0,AXY501H ,LFMN,LFMN,LFPB,LFPB,CL-600-2B19 CRJ-200,CRJ2,9H-DOM
a2200a,1662066197.0,,1662074571,,AAY2205 ,KGRR,,KPIE,,A320-214,,N236NV
a671f2,1661991680.0,,1662002355,,SKW6259 ,KOMA,,KLAX,,ERJ 170-200 LR,,N514SY
a02413,1661990754.0,,1661992736,,SKW5235 ,KCOS,,KDEN,,EMB-175 200LR,E75L,N108SY
740736,1662032020.0,1662031887.0,1662038202,,RJA166V ,LTFM,LTFM,OJAM,OJAI,A321 231,A321,JY-AYV
04015c,1661993684.0,,1661998736,,ETH3807 ,,,SBMT,,,B77F,ET-AVT
a3dc75,1662069946.0,,1662070799,,EJA348  ,KHVN,,KHPN,,EMB-505,E55P,N348QS
ab6ebb,1661998754.0,,1662000700,,EDV4919 ,KATL,,KTYS,,CL-600-2B19,CRJ2,N836AY
06a2df,1662032297.0,1662032298.0,1662072619,1662072786.0,QTR8133 ,ELLX,ELLX,SIQK,SBKP,Boeing 777-F,B77L,A7-BFR
800d3c,1662005294.0,,1662009586,,IAD634  ,VECC,,VILK,,Airbus A320-216,A320,VT-KUL
a0aaa0,1662018339.0,,1662020848,,FDX1534 ,,,KIND,,767-300F,B763,N142FE
4408c9,1662051393.0,,1662052604,,EJU87HA ,,,,,,,
ad4ba3,1662063989.0,,1662073762,,N956HC  ,KSDL,,KRAP,,Citation CJ2,C25A,N956HC
491312,1662053312.0,,1662058777,,NJE936D ,EHRD,,LFMN,,Citation XLS,C56X,CS-DXR
151e23,1662065548.0,,1662066694,,TYA918  ,USSS,,,,Boeing 737-8AS,B738,RA-73251
440040,1662047289.0,,1662051846,,EJU7610 ,LPMA,,LPPT,,Airbus A320-214,A320,OE-ICU
ae698e,1662055174.0,,1662056827,,23350   ,4TA6,,KSKF,,,,
a7d7b5,1662039648.0,,1662043245,,SKW3120 ,KORD,,KMSP,,CL-600-2C10,CRJ7,N604SK
489785,1662021602.0,1662021603.0,1662023215,,LOT3VU  ,EPWA,EPWA,EPWS,EPWR,EMB-170 ST,E170,SP-LDE
a6432e,1662036141.0,,1662038158,,GAJ502  ,KTEB,,KBWI,,560XL,C56X,N502UP
a0d93e,1662065612.0,,1662068473,,N154CA  ,KSPI,,KHFY,,PA-31T,PAY2,N154CA
ad3fde,1662061302.0,,1662064356,,DAL2738 ,NC03,,KATL,,717-200,B712,N953AT
acd0dc,1662057767.0,,1662064844,,N925BF  ,NC31,,KCHA,,T206H,,N925BF
8013a5,1662011018.0,,1662017009,,IGO6394 ,,,VIDP,,Airbus A320-271N,A20N,VT-IJR
a86e1d,1661994564.0,,1662000927,,QXE2214 ,KPAE,,KSFO,,ERJ 170-200 LR,,N642QX
abb90d,1662027210.0,,1662035923,,SWA420  ,KBOS,,KSTL,,737-800,B738,N8543Z
acb478,1662053460.0,,1662064450,,N918AW  ,KVCB,,KVCB,,RV-12,,N918AW
4cad3d,1662057589.0,1662057590.0,1662059632,1662059631.0,RYR1ZF  ,EIDW,EIDW,EGGD,EGGD,Boeing 737 MAX 8-200,B38M,EI-HMV
a1530a,1662061873.0,,1662063353,,DCM4121 ,KUIN,,3II2,,45,LJ75,N1848T
a39391,1662055290.0,,1662057374,,N33BB   ,2AK4,,,,TU206G,C206,N33BB
347295,1662043545.0,,1662052583,,GES101N ,LIRA,,LEMD,,Pilatus PC-24,PC24,EC-NRA
ae4ea8,1662037206.0,,1662039815,,BB190   ,KNSE,,K12J,,T-6B Texan II,TEX2,166191
e20095,1662034211.0,,1662035008,,LVS081  ,SADM,,SADM,,Tecnam P92 Eaglet,ECHO,LV-S081
4ca97b,1662022896.0,,1662032127,,RYR1XN  ,EIDW,,LPFR,,BOEING 737-8AS,B738,EI-EST
3964e9,1662010383.0,1662010384.0,1662018226,1662018242.0,TVF96UC ,LFPO,LFPO,LPPT,LPPT,737NG 86J/W,B738,F-GZHJ
aba28e,1661990413.0,,1661995559,,N849PA  ,GA03,,KAUO,,172S,EC35,N849PA
781d3d,1661991761.0,,1661994605,,HYT9116 ,,,,,,,
ad71c2,1662066339.0,,1662067123,,N9655B  ,96WA,,96WA,,208B,C208,N9655B
485779,1662061847.0,,1662065737,,KLM942  ,EIDW,,EHAM,,Embraer ERJ-175STD,E75L,PH-EXS
a041ea,1662045924.0,,1662050323,,N11554  ,KFSO,,KFSO,,150L,,N11554
a02216,1662071228.0,,1662074529,,N1077V  ,KSEE,,KSEE,,M20J,,N1077V
a2e615,1662021978.0,,1662023633,,UPS1384 ,KSDF,,,,MD-11F,MD11,N286UP
a2b348,1662005592.0,,1662010703,,SKW4008 ,KLAX,,KSLC,,ERJ 170-200 LL,,N273SY
a24ba7,1661999746.0,,1662004377,,SKW3656 ,KABQ,,KSLC,,ERJ 170-200 LR,E75L,N247SY
4aaa13,1662030452.0,,1662031400,,POL5430 ,,ESOW,ESKN,ESKN,429 Global Ranger,B429,SE-JPS
a505a3,1662036201.0,,1662038934,,N42212  ,KCPK,,KCPK,,172M,,N42212
48c133,1662010051.0,1662010054.0,1662015537,1662015670.0,RYR48MX ,EKCH,EKCH,EGSS,EGSS,Boeing 737-8AS,B738,SP-RKU
c04681,1662069642.0,,1662070600,,ASP846  ,CYYC,,,,EMB-545 (Embraer),,C-GASE
43ed67,1662040856.0,,1662041660,,2WARD   ,EGHF,,EGKC,,Socata TBM 700C2,TBM7,2-WARD
a755e9,1662055149.0,,1662057696,,N572AT  ,4NC8,,KJQF,,PA-44-180,,N572AT
346458,1662057100.0,1662057101.0,1662063366,1662063363.0,IBE3208 ,LEMD,LEMD,EBBR,EBBR,A320-251N,A20N,EC-NJU
7504de,1662002929.0,,1662003823,,9MKIA   ,WMSA,,,,,,
a533fb,1661994960.0,,1661998580,,SWA2951 ,KMDW,,KOMA,,737-7H4,B737,N434WN
3c6483,1662035913.0,,1662042775,1662042493.0,DLH11H  ,,LEST,EDDF,EDDF,A321 231,A321,D-AIDC
a12253,1662052954.0,,1662056033,,N172TQ  ,K14A,,K14A,,172R,,N172TQ
4d21e0,1662023188.0,,1662027928,1662027876.0,HFM123  ,,BIAR,EKCH,EKCH,Airbus A319-112,A319,9H-XFW
45ce4e,1662058429.0,1662058397.0,1662061223,1662061220.0,AWC6977 ,EGAA,EGAA,EGNX,EGNX,767 219ERBDSF,B762,OY-SRN
ab4531,1661994402.0,,1662000269,,UAL2093 ,8TX7,,KTPA,,A319-131,A319,N825UA
ac9256,1662002352.0,,1662003265,,EJM909  ,KPWK,,KGYY,,EMB-135BJ,E35L,N909TT
a2c604,1662017836.0,,1662023329,,UPS752  ,KSDF,,KDFW,,MD-11F,MD11,N278UP
750278,1662021518.0,,1662022257,,FFM1150 ,WMSA,,,,ATR 72 500,AT75,9M-FYK
a63a7f,1662041809.0,,1662052070,,N500FT  ,,,,,500-B,,N500FT
a4bdf3,1662045410.0,,1662046378,,N40405  ,KTOA,,KTOA,,,,
a43ea3,1661990794.0,,1662006418,,UAL2353 ,,,,,737-824,B738,N37274
a1b76f,1662057363.0,,1662066154,,N21CV   ,30TA,,KSBM,,560,C560,N21CV
7c42d1,1662007300.0,,1662008918,,NWK2717 ,,,YPPH,,F28 MK 0100,F100,VH-NHF
